,name,runtime,popularity,vote_counts,vote_averages,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,ScienceFiction,Mystery,War,Foreign,,Music,Documentary,Western,TVMovie
391,Fall Time,88.0,1.108494,6.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,The Fear,98.0,0.268043,7.0,3.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Frank and Ollie,89.0,0.14235699999999998,4.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Girl in the Cadillac,89.0,0.40539200000000003,1.0,10.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Homage,97.0,0.014925,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Mirage,92.0,0.30295700000000003,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Open Season,97.0,0.012456,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Dos Crímenes,0.0,0.23337600000000003,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Brother Minister: The Assassination of Malcolm X,115.0,0.0368,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Highlander: The Final Dimension,99.0,6.8666339999999995,110.0,4.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Federal Hill,97.0,0.100685,2.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,In the Mouth of Madness,95.0,8.497643,307.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,8 Seconds,105.0,1.888534,22.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Above the Rim,96.0,4.38154,40.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Addams Family Values,94.0,17.555909,537.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Martin Lawrence: You So Crazy,84.0,0.394194,4.0,4.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,The Age of Innocence,139.0,8.013617,172.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Airheads,92.0,7.09232,222.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,The Air Up There,107.0,1.8962729999999999,42.0,5.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Another Stakeout,105.0,12.967239,58.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Bad Girls,99.0,14.644772,61.0,4.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Barcelona,100.0,1.632711,20.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Being Human,122.0,2.783872,15.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,The Beverly Hillbillies,93.0,5.673735,86.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Beverly Hills Cop III,104.0,11.787784,445.0,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Black Beauty,88.0,8.398845,68.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Blink,106.0,3.0028200000000003,45.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Blown Away,121.0,13.155071,126.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Blue Chips,108.0,6.131056,41.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Blue Sky,101.0,4.993829,28.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Body Snatchers,87.0,6.559692999999999,102.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Boxing Helena,107.0,4.304224,59.0,4.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,A Bronx Tale,121.0,6.115628,447.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Cabin Boy,80.0,1.679042,28.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Calendar Girl,90.0,1.316741,10.0,3.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Carlito's Way,144.0,8.698509,805.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,City Slickers II: The Legend of Curly's Gold,116.0,8.605703,103.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Clean Slate,107.0,2.724621,25.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Cliffhanger,112.0,9.830853,600.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Coneheads,88.0,10.722729,228.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Color of Night,121.0,14.228963,117.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Cops & Robbersons,93.0,7.042878,36.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,The Cowboy Way,102.0,4.286279,38.0,5.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Dangerous Game,108.0,2.70097,9.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Dave,110.0,13.696394,205.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Dazed and Confused,102.0,6.8652,588.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Demolition Man,115.0,11.626116,1018.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,The Endless Summer 2,109.0,0.408159,12.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Even Cowgirls Get the Blues,96.0,2.970724,29.0,4.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Fatal Instinct,91.0,3.555139,37.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Farewell My Concubine,171.0,4.875826999999999,98.0,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,The Favor,97.0,1.344876,6.0,3.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Fearless,122.0,9.284624,80.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Fear of a Black Hat,88.0,0.985441,11.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,With Honors,103.0,2.969003,54.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Flesh and Bone,126.0,1.896869,22.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Widows' Peak,101.0,0.409427,3.0,4.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,For Love or Money,94.0,8.468869,77.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,The Firm,154.0,9.678367,513.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Free Willy,112.0,5.990572,429.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Fresh,114.0,3.970215,56.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,The Fugitive,130.0,10.089369999999999,1240.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Geronimo: An American Legend,115.0,4.653462,44.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,The Getaway,115.0,14.214402999999999,81.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Getting Even with Dad,109.0,2.410545,43.0,4.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Go Fish,83.0,0.775898,5.0,3.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,A Good Man in Africa,94.0,5.22583,11.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Guilty as Sin,107.0,5.385108,21.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Hard Target,97.0,7.834351,237.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Heaven & Earth,140.0,4.1905410000000005,51.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Hot Shots! Part Deux,86.0,13.482370999999999,463.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Live Nude Girls,95.0,2.138959,12.0,4.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,The Englishman Who Went Up a Hill But Came Down a Mountain,99.0,5.331753,83.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,The House of the Spirits,140.0,10.687795,135.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,House Party 3,100.0,0.9960469999999999,11.0,4.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,The Hudsucker Proxy,111.0,7.550545,280.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,I'll Do Anything,115.0,1.7429740000000002,18.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,In the Army Now,91.0,6.071466,54.0,4.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,In the Line of Fire,128.0,12.637158,392.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,In the Name of the Father,133.0,7.405895,363.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,The Inkwell,110.0,0.6133350000000001,5.0,3.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,What's Love Got to Do with It,118.0,14.820882999999998,75.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Jimmy Hollywood,112.0,4.563989,17.0,4.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Judgment Night,110.0,5.538671,79.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Jurassic Park,127.0,8.863776,4956.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Kalifornia,117.0,8.4337,209.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Killing Zoe,96.0,4.948569,111.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,King of the Hill,103.0,4.3753470000000005,33.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Lassie,94.0,3.645342,54.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Last Action Hero,130.0,9.434006,725.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Life With Mikey,91.0,6.446229,24.0,5.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Lightning Jack,98.0,2.913584,40.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,M. Butterfly,101.0,6.5169760000000005,35.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Made in America,111.0,5.43085,86.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Malice,107.0,9.861672,105.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,The Man without a Face,114.0,5.997712,125.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Manhattan Murder Mystery,104.0,8.939404,169.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Menace II Society,97.0,5.260924,179.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Executive Decision,133.0,13.106291,261.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,In the Realm of the Senses,105.0,8.932494,112.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,What Happened Was...,91.0,0.534606,7.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Much Ado About Nothing,111.0,8.627239999999999,194.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Mr. Jones,114.0,6.579753,35.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Mr. Wonderful,98.0,13.011091,11.0,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Mrs. Doubtfire,125.0,11.16553,1638.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Naked,131.0,8.665198,105.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,The Next Karate Kid,107.0,9.9697,202.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,The New Age,112.0,0.5962069999999999,5.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,No Escape,118.0,9.715187,86.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,North,87.0,15.534707000000001,67.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Orlando,93.0,3.800785,53.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,A Perfect World,138.0,8.040589,376.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Philadelphia,125.0,13.373006,1019.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,The Piano,121.0,7.436758,290.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Poetic Justice,109.0,6.972599000000001,47.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,The Program,112.0,3.199976,28.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,The Puppet Masters,109.0,7.272296000000001,41.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Radioland Murders,108.0,8.506727,12.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,The Ref,97.0,5.868677,99.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,The Remains of the Day,134.0,12.222576,213.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Renaissance Man,128.0,4.985157,83.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Rising Sun,125.0,6.279082,188.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,The Road to Wellville,118.0,3.416181,43.0,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,RoboCop 3,104.0,8.685798,309.0,4.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Robin Hood: Men in Tights,104.0,17.136672,575.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Romeo Is Bleeding,100.0,9.796318,36.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Romper Stomper,94.0,5.157926,126.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Ruby in Paradise,114.0,0.941994,10.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Rudy,114.0,5.914833,187.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,The Saint of Fort Washington,99.0,1.065843,5.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Savage Nights,126.0,1.031556,11.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Schindler's List,195.0,41.725122999999996,4436.0,8.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,The Scout,101.0,5.7156080000000005,37.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Searching for Bobby Fischer,110.0,12.048587,100.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Second Best,105.0,0.8825959999999999,8.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,The Secret Garden,102.0,6.499523,232.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Serial Mom,95.0,5.305311,137.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,The Shadow,108.0,7.881107000000001,140.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Shadowlands,131.0,2.9658599999999997,61.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Short Cuts,187.0,8.829336999999999,136.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,A Simple Twist of Fate,106.0,4.13516,26.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Sirens,98.0,2.86213,31.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Six Degrees of Separation,112.0,8.730025,75.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Sleepless in Seattle,105.0,10.234919,630.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Sliver,108.0,11.23297,144.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Blade Runner,117.0,96.272374,3833.0,7.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Son in Law,95.0,9.122717999999999,81.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,So I Married an Axe Murderer,93.0,8.051914,131.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Striking Distance,102.0,13.390917000000002,223.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Harem,113.0,1.825468,4.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Super Mario Bros.,104.0,7.198455,236.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Surviving the Game,96.0,3.6446410000000005,53.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Terminal Velocity,102.0,8.012225,82.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Thirty Two Short Films About Glenn Gould,93.0,0.8730680000000001,9.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Threesome,93.0,10.82236,57.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,The Nightmare Before Christmas,76.0,17.730913,2135.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,The Three Musketeers,105.0,6.34785,219.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Tombstone,130.0,11.338194,632.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Trial by Jury,107.0,0.8558600000000001,5.0,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,True Romance,120.0,17.189328,762.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,The War Room,96.0,1.273617,19.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,The Pagemaster,80.0,7.436000999999999,178.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"Paris, France",112.0,0.741522,2.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,"The Beans of Egypt, Maine",0.0,0.38247,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Killer,97.0,0.422224,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Welcome to the Dollhouse,88.0,5.14056,103.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Germinal,160.0,2.759302,43.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Chasers,102.0,9.85327,22.0,4.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Cronos,94.0,5.513024,153.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Naked in New York,95.0,0.449733,3.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Kika,117.0,3.647321,58.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Bhaji on the Beach,100.0,0.44158500000000006,10.0,5.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Little Big League,119.0,1.960563,20.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,The Slingshot,102.0,1.7645819999999999,10.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Wide Eyed and Legless,102.0,0.00015,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Foreign Student,90.0,0.0027890000000000002,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"Ciao, Professore!",100.0,3.456868,74.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Spanking the Monkey,106.0,2.799575,29.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,The Little Rascals,82.0,6.707109,214.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,À la mode,82.0,8.2e-05,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Andre,94.0,3.139316,31.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,The Escort,92.0,0.046196,5.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Princess Caraboo,97.0,1.943323,5.0,4.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,The Celluloid Closet,102.0,6.784687,24.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Café au Lait,94.0,1.040873,4.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Dear Diary,100.0,2.904734,46.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,I Don't Want to Talk About It,106.0,1.213481,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,The Brady Bunch Movie,84.0,4.233092,87.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Home Alone,103.0,0.702543,2487.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Ghost,127.0,11.945397,1381.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Aladdin,90.0,16.357419,3495.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Terminator 2: Judgment Day,137.0,22.661695,4274.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Dances with Wolves,181.0,11.654349,1084.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Tough and Deadly,92.0,0.426887,4.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Batman,126.0,19.10673,2145.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,The Silence of the Lambs,119.0,4.307222,4549.0,8.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Snow White and the Seven Dwarfs,83.0,16.263878,1973.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Beauty and the Beast,84.0,23.433511,3029.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
